method,scene,rep,neural_winner,decoder_gain
vtfs_cardinality,nonlinear,72,True,0.02607694549798012
vtfs_cardinality,nonlinear,73,False,0.0
vtfs_cardinality,nonlinear,74,True,0.0027597926111144755
vtfs_cardinality,nonlinear,75,True,0.008133757902470506
vtfs_cardinality,nonlinear,76,False,0.0
vtfs_cardinality,nonlinear,77,True,0.05575999250688368
vtfs_cardinality,nonlinear,78,False,0.0
vtfs_cardinality,nonlinear,79,False,0.0
vtfs_cardinality,nonlinear,80,True,0.02884015659582162
vtfs_cardinality,nonlinear,81,True,0.022995423422519812
vtfs_cardinality,nonlinear,82,True,0.01911775172162411
vtfs_cardinality,nonlinear,83,False,0.0
vtfs_cardinality,nonlinear,84,True,0.013948080756029047
vtfs_cardinality,nonlinear,85,True,0.014300450739160198
vtfs_cardinality,nonlinear,86,True,0.04284033993382308
vtfs_cardinality,nonlinear,87,True,0.037002098950446705
vtfs_cardinality,nonlinear,88,True,0.062032481310001275
vtfs_cardinality,nonlinear,89,False,0.0
vtfs_cardinality,nonlinear,90,True,0.028890566914812732
vtfs_cardinality,nonlinear,91,True,0.027966986954756745
vtfs_cardinality,nonlinear,92,False,0.0
vtfs_cardinality,nonlinear,93,False,0.0
vtfs_cardinality,nonlinear,94,True,0.018905563778080836
vtfs_cardinality,nonlinear,95,True,0.040518159860534864
