scene,method,rule,FDP_mean,FDP_sd,FDP_se,FDP_ci_low,FDP_ci_high,FDP_n,size_mean,size_sd,size_se,size_ci_low,size_ci_high,size_n,rmse_mean,rmse_sd,rmse_se,rmse_ci_low,rmse_ci_high,rmse_n,power_mean,power_sd,power_se,power_ci_low,power_ci_high,power_n
high_correlation,xgb_orbit,native,0.17788952052419543,0.17137105045830434,0.017137105045830433,0.14388578619247372,0.21189325485591715,100,9.77,5.425072731440026,0.5425072731440026,8.69354787231092,10.84645212768908,100,0.8417837640859189,0.139108022606475,0.0139108022606475,0.8141817144312569,0.869385813740581,100.0,0.7289999999999999,0.3144001824863891,0.031440018248638915,0.6666161828353082,0.7913838171646915,100.0
high_correlation,xgb_orbit,native10,0.07130865917708022,0.12141497521154421,0.012141497521154421,0.047217293978904964,0.09540002437525548,100,4.46,5.934695111006635,0.5934695111006635,3.282427735870493,5.637572264129506,100,,,,,,,0.35300000000000004,0.4573650929868044,0.045736509298680436,0.2622488429467238,0.4437511570532763,100.0
high_correlation,xgb_orbit,top12,0.2733333333333333,0.10055960145887007,0.010055960145887007,0.25338012674816857,0.29328653991849807,100,12.0,0.0,0.0,12.0,12.0,100,0.7850858577833233,0.04601863315354797,0.004601863315354797,0.7759547625844704,0.7942169529821762,100.0,0.872,0.12067152175064405,0.012067152175064405,0.8480561520978024,0.8959438479021976,100.0
high_correlation,xgb_orbit,top8,0.11,0.13089628865570782,0.013089628865570782,0.08402733651597709,0.13597266348402293,100,8.0,0.0,0.0,8.0,8.0,100,,,,,,,0.7120000000000001,0.10471703092456629,0.010471703092456628,0.6912218692127817,0.7327781307872184,100.0
high_correlation,xgb_orbit_student,native,0.15142488965283085,0.20369806461778023,0.020369806461778023,0.11100677437241979,0.1918430049332419,100,5.65,6.501553815835259,0.6501553815835259,4.359950670747372,6.940049329252629,100,1.0222909970328111,0.19934108132650752,0.01993410813265075,0.9827374017627984,1.061844592302824,100.0,0.37,0.3820465887291705,0.038204658872917054,0.2941936682377514,0.4458063317622486,100.0
high_correlation,xgb_orbit_student,native10,0.022807692307692307,0.08602467604161844,0.008602467604161845,0.005738530262710088,0.039876854352674525,100,0.95,3.2917865340660515,0.3291786534066051,0.29683813583581264,1.6031618641641874,100,,,,,,,0.067,0.23227248018330768,0.023227248018330766,0.02091210074513164,0.11308789925486837,100.0
high_correlation,xgb_orbit_student,top12,0.36250000000000004,0.11866671868496571,0.011866671868496572,0.33895394852053795,0.38604605147946214,100,12.0,0.0,0.0,12.0,12.0,100,0.7980346299152065,0.048324635050312835,0.004832463505031284,0.7884459739109764,0.8076232859194366,100.0,0.765,0.14240006242195885,0.014240006242195884,0.7367447382246455,0.7932552617753545,100.0
high_correlation,xgb_orbit_student,top8,0.2825,0.1728219437525925,0.017282194375259248,0.24820837696134257,0.3167916230386574,100,8.0,0.0,0.0,8.0,8.0,100,,,,,,,0.574,0.13825755500207398,0.013825755500207398,0.546566701569074,0.6014332984309259,100.0
high_correlation,xgb_pfi,top12,0.2416666666666666,0.06097321448307899,0.006097321448307899,0.22956825809013662,0.25376507524319664,100,12.0,0.0,0.0,12.0,12.0,100,0.7789096615197398,0.04841637069142996,0.004841637069142996,0.7693028031740935,0.7885165198653862,100.0,0.91,0.07316785737969475,0.007316785737969475,0.895481909708164,0.9245180902918361,100.0
high_correlation,xgb_pfi,top8,0.0675,0.08412502720368177,0.008412502720368177,0.05080776949763256,0.08419223050236745,100,8.0,0.0,0.0,8.0,8.0,100,,,,,,,0.746,0.06730002176294547,0.006730002176294547,0.732646215598106,0.7593537844018939,100.0
high_correlation,xgb_shap,top12,0.24916666666666665,0.06322669562203696,0.006322669562203696,0.2366211185425541,0.2617122147907792,100,12.0,0.0,0.0,12.0,12.0,100,0.7788269317716149,0.047253668002923806,0.004725366800292381,0.7694507788643784,0.7882030846788514,100.0,0.9010000000000001,0.07587203474644433,0.007587203474644433,0.885945342251065,0.9160546577489352,100.0
high_correlation,xgb_shap,top8,0.09625,0.0970769116096962,0.00970769116096962,0.07698783463839308,0.11551216536160692,100,8.0,0.0,0.0,8.0,8.0,100,,,,,,,0.7229999999999999,0.07766152928775698,0.007766152928775698,0.7075902677107143,0.7384097322892854,100.0
high_correlation,xgb_sko_quad,native,0.1514124772286537,0.1555754546588261,0.015557545465882611,0.12054293179138237,0.18228202266592503,100,8.48,4.730045806684468,0.4730045806684468,7.541456292896412,9.41854370710359,100,0.8621264640648103,0.14964138112282002,0.014964138112282001,0.8324343675577032,0.8918185605719174,100.0,0.6620000000000001,0.314876919998076,0.031487691999807596,0.5995215877700976,0.7244784122299027,100.0
