method,fraction,group,run,half,J,set,native_size
xgb_orbit,0.7,2,f70_02,,0.2631578947368421,"[9, 17, 25, 21, 20, 6, 12, 11, 26, 14, 4, 29]",
xgb_orbit_student,0.7,2,f70_02,,0.2631578947368421,"[25, 14, 9, 12, 6, 17, 11, 20, 21, 26, 4, 29]",
tabm_naive,0.7,2,f70_02,,0.4117647058823529,"[16, 19, 20, 4, 25, 21, 9, 5, 1, 17, 6, 26]",
tabm_midpoint,0.7,2,f70_02,,0.5,"[16, 19, 21, 20, 4, 25, 9, 5, 1, 26, 17, 6]",
tabm_orbit,0.7,2,f70_02,,0.5,"[16, 19, 21, 20, 4, 25, 9, 5, 1, 26, 17, 6]",
tabm_orbit_student,0.7,2,f70_02,,0.3333333333333333,"[26, 14, 4, 16, 22, 5, 9, 19, 13, 6, 25, 17]",
lasso_pair_q20,0.7,3,f70_03,,0.4117647058823529,"[20, 25, 16, 0, 27, 26, 6, 28, 22, 7, 15, 1]",
linear_orbit_student,0.7,3,f70_03,,0.5,"[22, 16, 25, 7, 27, 17, 20, 26, 28, 1, 3, 4]",
xgb_shap,0.7,3,f70_03,,0.7142857142857143,"[23, 21, 0, 16, 24, 19, 15, 18, 20, 25, 17, 7]",
xgb_pfi,0.7,3,f70_03,,1.0,"[23, 21, 0, 16, 19, 20, 15, 18, 24, 2, 27, 1]",
tabm_pfi,0.7,3,f70_03,,0.7142857142857143,"[23, 0, 16, 15, 21, 19, 20, 2, 18, 25, 3, 27]",
deep_lasso,0.7,3,f70_03,,0.8461538461538461,"[23, 21, 16, 25, 0, 15, 20, 19, 18, 27, 7, 2]",
xgb_naive,0.7,3,f70_03,,0.4117647058823529,"[19, 16, 15, 18, 21, 2, 24, 8, 25, 28, 12, 5]",
xgb_midpoint,0.7,3,f70_03,,0.4117647058823529,"[19, 16, 15, 18, 21, 24, 2, 8, 28, 25, 12, 5]",
xgb_orbit,0.7,3,f70_03,,0.4117647058823529,"[19, 16, 15, 18, 21, 24, 2, 8, 28, 12, 25, 5]",
xgb_orbit_student,0.7,3,f70_03,,0.3333333333333333,"[24, 10, 15, 12, 19, 5, 16, 8, 2, 28, 21, 25]",
tabm_naive,0.7,3,f70_03,,0.2631578947368421,"[16, 1, 27, 24, 15, 2, 25, 17, 5, 13, 6, 20]",
tabm_midpoint,0.7,3,f70_03,,0.2631578947368421,"[16, 1, 27, 24, 15, 2, 25, 17, 6, 13, 20, 5]",
tabm_orbit,0.7,3,f70_03,,0.2631578947368421,"[16, 1, 27, 24, 2, 15, 25, 17, 6, 5, 13, 20]",
tabm_orbit_student,0.7,3,f70_03,,0.3333333333333333,"[22, 1, 24, 27, 12, 17, 14, 6, 16, 5, 28, 2]",
lasso_pair_q20,0.7,4,f70_04,,0.2631578947368421,"[20, 0, 23, 25, 16, 27, 7, 14, 8, 17, 1, 3]",
linear_orbit_student,0.7,4,f70_04,,0.5,"[25, 21, 20, 23, 27, 22, 16, 0, 7, 17, 1, 3]",
xgb_shap,0.7,4,f70_04,,0.8461538461538461,"[23, 21, 0, 24, 16, 19, 15, 25, 20, 18, 2, 1]",
xgb_pfi,0.7,4,f70_04,,0.8461538461538461,"[21, 23, 0, 16, 19, 24, 20, 2, 15, 18, 25, 1]",
tabm_pfi,0.7,4,f70_04,,1.0,"[23, 0, 19, 15, 16, 21, 20, 2, 25, 24, 18, 22]",
deep_lasso,0.7,4,f70_04,,0.8461538461538461,"[21, 23, 0, 25, 19, 15, 20, 16, 27, 24, 2, 18]",
xgb_naive,0.7,4,f70_04,,0.6,"[18, 19, 21, 25, 17, 2, 16, 7, 1, 24, 23, 27]",
xgb_midpoint,0.7,4,f70_04,,0.6,"[18, 19, 21, 25, 17, 16, 2, 7, 23, 24, 1, 27]",
xgb_orbit,0.7,4,f70_04,,0.6,"[18, 19, 21, 25, 2, 17, 16, 7, 23, 24, 1, 27]",
xgb_orbit_student,0.7,4,f70_04,,0.3333333333333333,"[25, 10, 21, 2, 17, 19, 9, 14, 12, 24, 7, 13]",
tabm_naive,0.7,4,f70_04,,0.4117647058823529,"[0, 21, 23, 16, 18, 20, 24, 25, 8, 19, 27, 10]",
tabm_midpoint,0.7,4,f70_04,,0.5,"[0, 21, 23, 16, 18, 20, 24, 25, 8, 19, 27, 10]",
tabm_orbit,0.7,4,f70_04,,0.5,"[0, 21, 23, 18, 16, 20, 24, 25, 8, 27, 19, 10]",
tabm_orbit_student,0.7,4,f70_04,,0.2631578947368421,"[8, 24, 21, 18, 0, 10, 16, 22, 3, 23, 20, 25]",
lasso_pair_q20,0.7,5,f70_05,,0.3333333333333333,"[20, 0, 21, 16, 26, 28, 22, 18, 17, 1, 3, 9]",
linear_orbit_student,0.7,5,f70_05,,0.4117647058823529,"[21, 26, 16, 0, 20, 22, 23, 10, 28, 15, 1, 3]",
xgb_shap,0.7,5,f70_05,,1.0,"[23, 21, 0, 16, 19, 24, 15, 20, 18, 7, 1, 2]",
xgb_pfi,0.7,5,f70_05,,0.8461538461538461,"[23, 21, 0, 16, 19, 20, 15, 18, 24, 2, 1, 28]",
tabm_pfi,0.7,5,f70_05,,0.8461538461538461,"[23, 0, 16, 15, 19, 21, 20, 2, 25, 18, 1, 24]",
deep_lasso,0.7,5,f70_05,,0.8461538461538461,"[21, 23, 0, 16, 20, 25, 15, 19, 27, 18, 24, 2]",
xgb_naive,0.7,5,f70_05,,0.4117647058823529,"[19, 18, 16, 23, 27, 0, 21, 15, 24, 13, 26, 10]",
xgb_midpoint,0.7,5,f70_05,,0.5,"[19, 18, 16, 23, 27, 21, 0, 15, 24, 13, 26, 17]",
xgb_orbit,0.7,5,f70_05,,0.4117647058823529,"[19, 18, 16, 23, 27, 21, 0, 15, 24, 13, 26, 10]",
xgb_orbit_student,0.7,5,f70_05,,0.3333333333333333,"[13, 10, 19, 27, 24, 21, 18, 26, 16, 15, 14, 6]",
tabm_naive,0.7,5,f70_05,,0.2631578947368421,"[0, 21, 16, 23, 27, 19, 24, 26, 13, 15, 14, 7]",
tabm_midpoint,0.7,5,f70_05,,0.3333333333333333,"[0, 21, 23, 16, 27, 19, 24, 26, 13, 15, 7, 14]",
tabm_orbit,0.7,5,f70_05,,0.3333333333333333,"[0, 21, 23, 16, 27, 19, 24, 26, 13, 15, 7, 14]",
tabm_orbit_student,0.7,5,f70_05,,0.2631578947368421,"[21, 0, 16, 24, 27, 19, 26, 13, 23, 14, 15, 7]",
lasso_pair_q20,0.7,6,f70_06,,0.2631578947368421,"[20, 0, 23, 25, 19, 18, 5, 28, 14, 6, 4, 7]",
linear_orbit_student,0.7,6,f70_06,,0.6,"[25, 21, 23, 0, 22, 20, 15, 17, 1, 3, 4, 5]",
xgb_shap,0.7,6,f70_06,,0.7142857142857143,"[23, 0, 21, 19, 24, 16, 15, 20, 18, 25, 7, 17]",
xgb_pfi,0.7,6,f70_06,,1.0,"[23, 0, 21, 19, 16, 20, 18, 24, 15, 1, 2, 27]",
tabm_pfi,0.7,6,f70_06,,0.8461538461538461,"[23, 0, 19, 16, 15, 21, 20, 24, 18, 2, 25, 27]",
deep_lasso,0.7,6,f70_06,,1.0,"[23, 21, 0, 20, 16, 19, 25, 15, 27, 24, 18, 7]",
xgb_naive,0.7,6,f70_06,,0.7142857142857143,"[19, 18, 17, 1, 21, 16, 23, 25, 28, 27, 5, 20]",
xgb_midpoint,0.7,6,f70_06,,0.6,"[19, 17, 18, 1, 21, 23, 16, 25, 27, 28, 9, 20]",
xgb_orbit,0.7,6,f70_06,,0.7142857142857143,"[19, 18, 17, 1, 21, 23, 25, 16, 28, 27, 20, 5]",
xgb_orbit_student,0.7,6,f70_06,,0.4117647058823529,"[1, 13, 5, 25, 21, 24, 17, 20, 3, 11, 19, 28]",
tabm_naive,0.7,6,f70_06,,0.4117647058823529,"[23, 20, 25, 1, 15, 11, 24, 21, 5, 9, 26, 13]",
tabm_midpoint,0.7,6,f70_06,,0.4117647058823529,"[23, 25, 20, 1, 11, 21, 15, 24, 5, 9, 26, 28]",
tabm_orbit,0.7,6,f70_06,,0.4117647058823529,"[23, 25, 20, 1, 21, 11, 15, 24, 9, 5, 26, 28]",
tabm_orbit_student,0.7,6,f70_06,,0.4117647058823529,"[25, 11, 23, 24, 1, 5, 15, 20, 9, 21, 26, 28]",
lasso_pair_q20,0.7,7,f70_07,,0.3333333333333333,"[20, 0, 25, 26, 27, 22, 28, 2, 23, 6, 14, 5]",
linear_orbit_student,0.7,7,f70_07,,0.3333333333333333,"[2, 25, 15, 23, 20, 21, 22, 9, 0, 11, 16, 8]",
xgb_shap,0.7,7,f70_07,,0.8461538461538461,"[23, 21, 0, 24, 16, 15, 19, 20, 18, 17, 7, 2]",
xgb_pfi,0.7,7,f70_07,,0.8461538461538461,"[23, 0, 21, 19, 16, 15, 24, 20, 18, 2, 7, 1]",
tabm_pfi,0.7,7,f70_07,,0.8461538461538461,"[23, 0, 15, 19, 16, 21, 20, 25, 2, 22, 9, 24]",
deep_lasso,0.7,7,f70_07,,0.8461538461538461,"[23, 21, 0, 20, 15, 16, 25, 19, 27, 18, 24, 26]",
xgb_naive,0.7,7,f70_07,,0.6,"[19, 23, 16, 0, 15, 17, 24, 18, 25, 21, 27, 12]",
xgb_midpoint,0.7,7,f70_07,,0.6,"[19, 23, 16, 15, 0, 17, 24, 25, 21, 18, 12, 27]",
xgb_orbit,0.7,7,f70_07,,0.6,"[19, 23, 16, 15, 0, 17, 24, 25, 21, 18, 12, 27]",
xgb_orbit_student,0.7,7,f70_07,,0.3333333333333333,"[25, 24, 23, 14, 15, 19, 17, 6, 22, 16, 12, 21]",
tabm_naive,0.7,7,f70_07,,0.4117647058823529,"[0, 23, 25, 16, 2, 27, 21, 15, 6, 20, 24, 1]",
tabm_midpoint,0.7,7,f70_07,,0.4117647058823529,"[0, 23, 25, 21, 2, 16, 27, 15, 6, 24, 20, 1]",
tabm_orbit,0.7,7,f70_07,,0.4117647058823529,"[0, 23, 25, 21, 16, 2, 27, 15, 6, 20, 24, 1]",
tabm_orbit_student,0.7,7,f70_07,,0.2631578947368421,"[25, 0, 2, 27, 6, 22, 28, 21, 24, 15, 16, 23]",
lasso_pair_q20,0.7,8,f70_08,,0.4117647058823529,"[20, 0, 25, 23, 26, 22, 27, 28, 15, 4, 2, 19]",
linear_orbit_student,0.7,8,f70_08,,0.6,"[20, 25, 27, 23, 7, 22, 0, 26, 2, 5, 21, 9]",
xgb_shap,0.7,8,f70_08,,1.0,"[23, 21, 0, 24, 16, 19, 15, 20, 18, 1, 2, 7]",
xgb_pfi,0.7,8,f70_08,,0.8461538461538461,"[23, 21, 0, 16, 19, 24, 20, 15, 2, 18, 1, 28]",
tabm_pfi,0.7,8,f70_08,,0.7142857142857143,"[23, 0, 15, 19, 16, 21, 2, 20, 18, 22, 26, 27]",
deep_lasso,0.7,8,f70_08,,0.7142857142857143,"[21, 23, 0, 25, 15, 19, 20, 16, 27, 2, 18, 9]",
xgb_naive,0.7,8,f70_08,,0.6,"[18, 19, 20, 23, 27, 21, 16, 24, 15, 2, 25, 8]",
xgb_midpoint,0.7,8,f70_08,,0.6,"[18, 19, 23, 27, 21, 20, 24, 25, 16, 15, 8, 1]",
xgb_orbit,0.7,8,f70_08,,0.7142857142857143,"[18, 19, 23, 27, 20, 21, 16, 24, 25, 15, 8, 17]",
xgb_orbit_student,0.7,8,f70_08,,0.5,"[27, 23, 25, 20, 24, 18, 11, 12, 13, 21, 15, 5]",
tabm_naive,0.7,8,f70_08,,0.3333333333333333,"[0, 20, 23, 2, 27, 7, 16, 17, 15, 24, 25, 5]",
tabm_midpoint,0.7,8,f70_08,,0.3333333333333333,"[0, 20, 23, 2, 27, 7, 16, 15, 17, 24, 25, 5]",
tabm_orbit,0.7,8,f70_08,,0.3333333333333333,"[0, 20, 23, 2, 27, 7, 16, 15, 17, 24, 25, 5]",
tabm_orbit_student,0.7,8,f70_08,,0.2,"[20, 0, 17, 24, 23, 2, 7, 15, 27, 10, 28, 26]",
lasso_pair_q20,0.7,9,f70_09,,0.4117647058823529,"[20, 0, 23, 16, 27, 25, 22, 7, 19, 1, 3, 4]",
linear_orbit_student,0.7,9,f70_09,,0.5,"[22, 23, 21, 20, 9, 25, 27, 0, 7, 8, 17, 1]",
xgb_shap,0.7,9,f70_09,,0.6,"[23, 21, 0, 24, 16, 19, 15, 20, 18, 25, 27, 17]",
xgb_pfi,0.7,9,f70_09,,0.8461538461538461,"[21, 0, 23, 16, 19, 24, 20, 18, 15, 2, 1, 8]",
tabm_pfi,0.7,9,f70_09,,0.8461538461538461,"[23, 0, 15, 16, 19, 21, 20, 2, 18, 25, 22, 9]",
deep_lasso,0.7,9,f70_09,,0.8461538461538461,"[23, 21, 0, 16, 20, 25, 19, 15, 27, 18, 7, 22]",
xgb_naive,0.7,9,f70_09,,0.6,"[18, 23, 21, 19, 27, 25, 20, 0, 15, 17, 12, 24]",
xgb_midpoint,0.7,9,f70_09,,0.6,"[18, 23, 21, 19, 27, 25, 0, 20, 15, 17, 24, 3]",
xgb_orbit,0.7,9,f70_09,,0.5,"[18, 23, 21, 19, 27, 0, 25, 20, 15, 17, 12, 3]",
xgb_orbit_student,0.7,9,f70_09,,0.6,"[12, 23, 18, 21, 25, 27, 10, 24, 20, 15, 19, 3]",
tabm_naive,0.7,9,f70_09,,0.6,"[0, 23, 20, 21, 25, 27, 5, 16, 1, 6, 3, 12]",
tabm_midpoint,0.7,9,f70_09,,0.5,"[0, 23, 20, 21, 25, 27, 5, 16, 6, 1, 3, 17]",
tabm_orbit,0.7,9,f70_09,,0.5,"[0, 23, 20, 21, 25, 27, 5, 16, 6, 1, 3, 22]",
tabm_orbit_student,0.7,9,f70_09,,0.5,"[23, 0, 20, 25, 27, 6, 21, 5, 22, 3, 1, 16]",
lasso_pair_q20,0.7,10,f70_10,,0.5,"[25, 27, 4, 22, 7, 19, 10, 9, 1, 3, 5, 6]",
linear_orbit_student,0.7,10,f70_10,,0.4117647058823529,"[27, 25, 22, 9, 10, 18, 15, 8, 7, 1, 3, 4]",
xgb_shap,0.7,10,f70_10,,0.7142857142857143,"[23, 0, 21, 24, 16, 19, 15, 18, 20, 1, 25, 4]",
xgb_pfi,0.7,10,f70_10,,0.7142857142857143,"[23, 0, 21, 16, 19, 15, 20, 18, 24, 2, 17, 8]",
tabm_pfi,0.7,10,f70_10,,0.8461538461538461,"[23, 0, 15, 19, 16, 21, 20, 2, 18, 25, 22, 8]",
deep_lasso,0.7,10,f70_10,,0.7142857142857143,"[23, 21, 0, 25, 20, 19, 16, 15, 27, 18, 8, 2]",
xgb_naive,0.7,10,f70_10,,0.2631578947368421,"[18, 17, 8, 25, 7, 9, 15, 21, 2, 27, 12, 10]",
xgb_midpoint,0.7,10,f70_10,,0.2631578947368421,"[18, 17, 25, 8, 21, 7, 9, 2, 27, 10, 15, 12]",
xgb_orbit,0.7,10,f70_10,,0.2631578947368421,"[18, 17, 25, 8, 7, 21, 9, 2, 27, 15, 12, 10]",
xgb_orbit_student,0.7,10,f70_10,,0.3333333333333333,"[10, 17, 18, 8, 14, 9, 25, 2, 7, 12, 21, 27]",
tabm_naive,0.7,10,f70_10,,0.2631578947368421,"[1, 27, 15, 25, 17, 18, 6, 9, 8, 2, 26, 11]",
tabm_midpoint,0.7,10,f70_10,,0.2631578947368421,"[1, 27, 15, 25, 17, 18, 6, 8, 2, 9, 26, 13]",
tabm_orbit,0.7,10,f70_10,,0.2631578947368421,"[1, 27, 15, 17, 25, 18, 6, 8, 9, 2, 26, 13]",
tabm_orbit_student,0.7,10,f70_10,,0.2,"[1, 17, 6, 27, 15, 26, 9, 11, 18, 25, 8, 13]",
lasso_pair_q20,0.7,11,f70_11,,0.4117647058823529,"[20, 21, 16, 26, 27, 22, 15, 14, 19, 25, 1, 3]",
linear_orbit_student,0.7,11,f70_11,,0.6,"[21, 22, 26, 20, 19, 23, 1, 27, 16, 25, 2, 3]",
xgb_shap,0.7,11,f70_11,,1.0,"[21, 23, 0, 24, 16, 15, 19, 20, 18, 2, 1, 7]",
xgb_pfi,0.7,11,f70_11,,0.8461538461538461,"[21, 23, 0, 16, 19, 24, 18, 15, 2, 20, 1, 7]",
tabm_pfi,0.7,11,f70_11,,0.8461538461538461,"[23, 0, 15, 19, 16, 21, 2, 20, 1, 24, 18, 25]",
deep_lasso,0.7,11,f70_11,,0.8461538461538461,"[23, 21, 15, 0, 19, 16, 25, 20, 27, 7, 2, 18]",
xgb_naive,0.7,11,f70_11,,0.4117647058823529,"[19, 18, 21, 23, 24, 15, 0, 8, 17, 26, 27, 3]",
xgb_midpoint,0.7,11,f70_11,,0.4117647058823529,"[19, 18, 21, 23, 0, 24, 15, 17, 8, 27, 26, 3]",
xgb_orbit,0.7,11,f70_11,,0.4117647058823529,"[19, 18, 21, 23, 24, 0, 15, 8, 17, 3, 26, 27]",
xgb_orbit_student,0.7,11,f70_11,,0.2631578947368421,"[19, 24, 23, 18, 3, 26, 14, 21, 12, 11, 15, 8]",
tabm_naive,0.7,11,f70_11,,0.5,"[21, 23, 1, 27, 20, 17, 26, 19, 24, 5, 11, 0]",
tabm_midpoint,0.7,11,f70_11,,0.5,"[21, 23, 1, 20, 27, 26, 17, 24, 11, 5, 3, 19]",
tabm_orbit,0.7,11,f70_11,,0.5,"[21, 23, 1, 20, 27, 26, 17, 24, 11, 5, 3, 19]",
tabm_orbit_student,0.7,11,f70_11,,0.5,"[26, 17, 11, 21, 1, 27, 23, 24, 20, 3, 14, 12]",
lasso_pair_q20,0.7,12,f70_12,,0.4117647058823529,"[23, 25, 26, 5, 19, 6, 17, 8, 4, 1, 2, 3]",
linear_orbit_student,0.7,12,f70_12,,0.6,"[21, 26, 8, 23, 15, 2, 25, 20, 22, 1, 3, 4]",
xgb_shap,0.7,12,f70_12,,1.0,"[23, 21, 0, 24, 19, 16, 15, 20, 18, 1, 7, 2]",
xgb_pfi,0.7,12,f70_12,,0.8461538461538461,"[23, 21, 0, 19, 16, 20, 24, 15, 2, 18, 17, 1]",
tabm_pfi,0.7,12,f70_12,,0.8461538461538461,"[23, 0, 19, 15, 16, 21, 20, 2, 25, 18, 24, 3]",
deep_lasso,0.7,12,f70_12,,1.0,"[23, 21, 20, 0, 15, 25, 16, 19, 27, 24, 18, 7]",
xgb_naive,0.7,12,f70_12,,0.4117647058823529,"[19, 18, 23, 0, 16, 21, 2, 24, 13, 8, 17, 11]",
xgb_midpoint,0.7,12,f70_12,,0.3333333333333333,"[19, 18, 23, 0, 16, 21, 2, 24, 13, 11, 10, 22]",
xgb_orbit,0.7,12,f70_12,,0.3333333333333333,"[19, 18, 23, 0, 16, 21, 2, 24, 13, 8, 11, 10]",
xgb_orbit_student,0.7,12,f70_12,,0.3333333333333333,"[13, 10, 21, 23, 24, 16, 19, 18, 0, 2, 11, 8]",
tabm_naive,0.7,12,f70_12,,0.2631578947368421,"[0, 16, 21, 23, 2, 27, 13, 8, 24, 11, 26, 3]",
tabm_midpoint,0.7,12,f70_12,,0.2631578947368421,"[0, 23, 21, 16, 2, 27, 13, 8, 24, 26, 11, 6]",
tabm_orbit,0.7,12,f70_12,,0.3333333333333333,"[0, 23, 21, 16, 2, 27, 13, 8, 24, 26, 11, 4]",
tabm_orbit_student,0.7,12,f70_12,,0.1428571428571428,"[13, 8, 0, 11, 12, 2, 26, 21, 16, 24, 6, 28]",
lasso_pair_q20,0.7,13,f70_13,,0.2631578947368421,"[20, 0, 25, 16, 27, 23, 19, 22, 13, 6, 8, 17]",
linear_orbit_student,0.7,13,f70_13,,0.6,"[21, 20, 23, 27, 9, 15, 22, 16, 0, 25, 1, 3]",
xgb_shap,0.7,13,f70_13,,0.8461538461538461,"[23, 21, 0, 24, 19, 16, 15, 18, 25, 7, 20, 1]",
xgb_pfi,0.7,13,f70_13,,0.8461538461538461,"[23, 21, 0, 19, 16, 15, 24, 20, 18, 2, 1, 4]",
tabm_pfi,0.7,13,f70_13,,0.6,"[23, 0, 19, 15, 16, 21, 20, 2, 1, 17, 25, 9]",
deep_lasso,0.7,13,f70_13,,1.0,"[23, 21, 0, 16, 25, 19, 15, 20, 27, 24, 7, 18]",
xgb_naive,0.7,13,f70_13,,0.5,"[19, 21, 23, 2, 27, 24, 3, 5, 8, 20, 10, 25]",
xgb_midpoint,0.7,13,f70_13,,0.6,"[19, 21, 23, 2, 27, 24, 17, 3, 5, 20, 25, 8]",
xgb_orbit,0.7,13,f70_13,,0.5,"[19, 21, 23, 2, 27, 24, 20, 3, 8, 5, 17, 11]",
xgb_orbit_student,0.7,13,f70_13,,0.5,"[2, 21, 23, 19, 27, 11, 24, 10, 20, 12, 13, 5]",
tabm_naive,0.7,13,f70_13,,0.3333333333333333,"[23, 21, 0, 16, 20, 27, 18, 17, 24, 13, 28, 6]",
tabm_midpoint,0.7,13,f70_13,,0.3333333333333333,"[23, 21, 0, 16, 20, 27, 18, 17, 24, 13, 28, 6]",
tabm_orbit,0.7,13,f70_13,,0.3333333333333333,"[23, 21, 0, 16, 27, 20, 18, 17, 24, 13, 28, 6]",
tabm_orbit_student,0.7,13,f70_13,,0.2631578947368421,"[23, 21, 28, 20, 17, 27, 16, 18, 24, 13, 22, 0]",
lasso_pair_q20,0.7,14,f70_14,,0.5,"[20, 25, 16, 26, 27, 22, 8, 23, 6, 4, 15, 28]",
linear_orbit_student,0.7,14,f70_14,,0.4117647058823529,"[25, 22, 20, 26, 16, 23, 19, 7, 21, 2, 8, 27]",
xgb_shap,0.7,14,f70_14,,0.8461538461538461,"[23, 21, 0, 16, 19, 24, 15, 25, 18, 7, 20, 2]",
xgb_pfi,0.7,14,f70_14,,0.8461538461538461,"[23, 0, 21, 19, 16, 18, 15, 24, 20, 2, 25, 1]",
tabm_pfi,0.7,14,f70_14,,0.8461538461538461,"[23, 0, 15, 16, 19, 21, 2, 20, 18, 25, 24, 9]",
deep_lasso,0.7,14,f70_14,,0.8461538461538461,"[21, 23, 15, 0, 25, 16, 19, 20, 27, 18, 7, 2]",
xgb_naive,0.7,14,f70_14,,0.5,"[18, 19, 23, 25, 17, 9, 27, 24, 26, 3, 5, 15]",
xgb_midpoint,0.7,14,f70_14,,0.6,"[18, 19, 23, 25, 17, 9, 24, 27, 3, 26, 5, 4]",
xgb_orbit,0.7,14,f70_14,,0.5,"[18, 19, 23, 25, 17, 9, 27, 24, 3, 26, 7, 5]",
xgb_orbit_student,0.7,14,f70_14,,0.4117647058823529,"[25, 19, 24, 18, 9, 12, 17, 26, 27, 5, 3, 6]",
tabm_naive,0.7,14,f70_14,,0.2631578947368421,"[20, 25, 23, 16, 7, 24, 18, 1, 22, 9, 8, 11]",
tabm_midpoint,0.7,14,f70_14,,0.3333333333333333,"[20, 23, 25, 16, 24, 7, 18, 21, 1, 9, 22, 11]",
tabm_orbit,0.7,14,f70_14,,0.3333333333333333,"[20, 23, 25, 16, 24, 7, 21, 18, 1, 9, 22, 8]",
tabm_orbit_student,0.7,14,f70_14,,0.2631578947368421,"[25, 24, 20, 28, 7, 11, 22, 16, 9, 18, 23, 21]",
lasso_pair_q20,0.7,15,f70_15,,0.2631578947368421,"[20, 0, 23, 7, 2, 6, 26, 19, 13, 27, 9, 28]",
linear_orbit_student,0.7,15,f70_15,,0.5,"[21, 20, 22, 2, 27, 19, 15, 7, 1, 3, 4, 5]",
xgb_shap,0.7,15,f70_15,,0.8461538461538461,"[21, 0, 23, 16, 19, 24, 15, 18, 25, 20, 1, 2]",
xgb_pfi,0.7,15,f70_15,,1.0,"[21, 0, 16, 19, 23, 18, 2, 15, 24, 20, 1, 27]",
tabm_pfi,0.7,15,f70_15,,0.8461538461538461,"[23, 0, 16, 19, 15, 21, 20, 2, 25, 24, 9, 18]",
deep_lasso,0.7,15,f70_15,,0.8461538461538461,"[23, 21, 0, 20, 25, 16, 15, 19, 24, 27, 26, 18]",
xgb_naive,0.7,15,f70_15,,0.5,"[18, 19, 16, 21, 27, 8, 4, 23, 24, 11, 13, 12]",
xgb_midpoint,0.7,15,f70_15,,0.5,"[18, 19, 16, 21, 27, 8, 4, 23, 24, 13, 11, 12]",
xgb_orbit,0.7,15,f70_15,,0.5,"[18, 19, 16, 21, 8, 27, 4, 23, 24, 13, 11, 6]",
xgb_orbit_student,0.7,15,f70_15,,0.4117647058823529,"[18, 16, 19, 8, 27, 13, 24, 21, 6, 12, 4, 23]",
tabm_naive,0.7,15,f70_15,,0.5,"[23, 16, 21, 0, 18, 15, 20, 27, 25, 4, 24, 7]",
tabm_midpoint,0.7,15,f70_15,,0.5,"[23, 16, 21, 0, 18, 15, 25, 20, 27, 24, 4, 7]",
tabm_orbit,0.7,15,f70_15,,0.5,"[23, 16, 21, 0, 18, 15, 25, 20, 27, 24, 7, 4]",
tabm_orbit_student,0.7,15,f70_15,,0.3333333333333333,"[28, 4, 16, 24, 22, 23, 21, 27, 9, 25, 7, 18]",
lasso_pair_q20,0.7,16,f70_16,,0.4117647058823529,"[0, 20, 21, 16, 22, 25, 17, 14, 9, 6, 1, 3]",
linear_orbit_student,0.7,16,f70_16,,0.3333333333333333,"[22, 16, 0, 23, 20, 8, 28, 9, 2, 25, 7, 1]",
xgb_shap,0.7,16,f70_16,,0.7142857142857143,"[23, 21, 0, 16, 19, 24, 15, 25, 20, 8, 18, 7]",
xgb_pfi,0.7,16,f70_16,,0.7142857142857143,"[23, 0, 21, 16, 19, 2, 20, 18, 15, 24, 28, 8]",
tabm_pfi,0.7,16,f70_16,,0.7142857142857143,"[23, 0, 16, 19, 15, 21, 20, 2, 25, 9, 22, 8]",
deep_lasso,0.7,16,f70_16,,0.8461538461538461,"[23, 21, 0, 25, 15, 16, 20, 19, 8, 24, 27, 18]",
xgb_naive,0.7,16,f70_16,,0.4117647058823529,"[18, 21, 19, 23, 16, 7, 15, 9, 2, 8, 24, 20]",
xgb_midpoint,0.7,16,f70_16,,0.4117647058823529,"[18, 21, 23, 19, 16, 15, 7, 9, 24, 2, 8, 20]",
xgb_orbit,0.7,16,f70_16,,0.4117647058823529,"[18, 21, 23, 19, 16, 15, 7, 9, 2, 24, 8, 20]",
xgb_orbit_student,0.7,16,f70_16,,0.4117647058823529,"[11, 24, 21, 18, 12, 23, 10, 9, 15, 19, 20, 7]",
tabm_naive,0.7,16,f70_16,,0.2631578947368421,"[0, 16, 21, 23, 19, 8, 9, 15, 20, 27, 2, 7]",
tabm_midpoint,0.7,16,f70_16,,0.3333333333333333,"[0, 16, 21, 23, 19, 9, 8, 20, 15, 27, 2, 7]",
tabm_orbit,0.7,16,f70_16,,0.3333333333333333,"[0, 16, 21, 23, 19, 9, 8, 20, 15, 27, 2, 7]",
tabm_orbit_student,0.7,16,f70_16,,0.1428571428571428,"[0, 21, 9, 16, 19, 23, 8, 11, 24, 12, 15, 17]",
lasso_pair_q20,0.7,17,f70_17,,0.3333333333333333,"[20, 0, 23, 25, 16, 19, 22, 5, 2, 3, 4, 7]",
linear_orbit_student,0.7,17,f70_17,,0.4117647058823529,"[25, 23, 2, 20, 8, 7, 0, 26, 16, 1, 3, 4]",
xgb_shap,0.7,17,f70_17,,1.0,"[23, 0, 21, 24, 16, 19, 15, 20, 1, 18, 7, 2]",
xgb_pfi,0.7,17,f70_17,,0.7142857142857143,"[23, 0, 21, 16, 24, 19, 20, 15, 18, 28, 2, 17]",
tabm_pfi,0.7,17,f70_17,,1.0,"[23, 0, 15, 16, 19, 21, 20, 18, 24, 2, 22, 25]",
deep_lasso,0.7,17,f70_17,,0.8461538461538461,"[23, 0, 21, 16, 25, 15, 20, 19, 27, 24, 18, 26]",
xgb_naive,0.7,17,f70_17,,0.5,"[19, 7, 0, 16, 27, 23, 17, 1, 21, 25, 2, 20]",
