scene,method,rule,FDP_mean,FDP_sd,FDP_se,FDP_ci_low,FDP_ci_high,FDP_n,power_mean,power_sd,power_se,power_ci_low,power_ci_high,power_n,size_mean,size_sd,size_se,size_ci_low,size_ci_high,size_n,rmse_mean,rmse_sd,rmse_se,rmse_ci_low,rmse_ci_high,rmse_n,nonempty_fraction,null_fdr_cp_low,null_fdr_cp_high
global_null,deep_lasso,top12,1.0,0.0,0.0,1.0,1.0,100,,,,,,,12.0,0.0,0.0,12.0,12.0,100,1.0185455913828099,0.030957731887572202,0.0030957731887572204,1.0124029057436517,1.024688277021968,100.0,1.0,,
global_null,deep_lasso,top8,1.0,0.0,0.0,1.0,1.0,100,,,,,,,8.0,0.0,0.0,8.0,8.0,100,,,,,,,1.0,,
global_null,lasso_pair_q20,native,0.03,0.1714466079977653,0.01714466079977653,-0.0040187265867829974,0.064018726586783,100,,,,,,,0.18,1.0577276959538684,0.10577276959538684,-0.029876122439188774,0.3898761224391888,100,0.9991969386012893,0.03015504420180215,0.003015504420180215,0.9932135236134184,1.0051803535891604,100.0,0.03,0.006229971538306393,0.08517605297428002
global_null,lasso_pair_q20,native10,0.0,0.0,0.0,0.0,0.0,100,,,,,,,0.0,0.0,0.0,0.0,0.0,100,,,,,,,0.0,0.0,0.03621669264517641
global_null,lasso_pair_q20,top12,1.0,0.0,0.0,1.0,1.0,100,,,,,,,12.0,0.0,0.0,12.0,12.0,100,1.0159066137229538,0.03159331507489227,0.003159331507489227,1.0096378145903582,1.0221754128555494,100.0,1.0,,
global_null,lasso_pair_q20,top8,1.0,0.0,0.0,1.0,1.0,100,,,,,,,8.0,0.0,0.0,8.0,8.0,100,,,,,,,1.0,,
global_null,linear_orbit_student,native,0.01,0.09999999999999999,0.009999999999999998,-0.009842169515086823,0.029842169515086822,100,,,,,,,0.05,0.5000000000000001,0.05000000000000001,-0.04921084757543415,0.14921084757543415,100,0.9989197319147464,0.03006742907436229,0.003006742907436229,0.9929537016689829,1.0048857621605098,100.0,0.01,0.00025314603297742064,0.054459385392080645
global_null,linear_orbit_student,native10,0.0,0.0,0.0,0.0,0.0,100,,,,,,,0.0,0.0,0.0,0.0,0.0,100,,,,,,,0.0,0.0,0.03621669264517641
global_null,linear_orbit_student,top12,1.0,0.0,0.0,1.0,1.0,100,,,,,,,12.0,0.0,0.0,12.0,12.0,100,1.0152582615554682,0.030253059577991594,0.0030253059577991593,1.0092553981905028,1.0212611249204335,100.0,1.0,,
global_null,linear_orbit_student,top8,1.0,0.0,0.0,1.0,1.0,100,,,,,,,8.0,0.0,0.0,8.0,8.0,100,,,,,,,1.0,,
global_null,tabm_midpoint,native,0.05,0.2190429135575903,0.021904291355759033,0.006537133781117824,0.09346286621888218,100,,,,,,,0.32,1.4966629547095764,0.14966629547095764,0.023029599457018657,0.6169704005429814,100,0.9996946927278079,0.0305650137556634,0.00305650137556634,0.9936299308860995,1.005759454569516,100.0,0.05,0.016431879182052155,0.11283491110546275
global_null,tabm_midpoint,native10,0.0,0.0,0.0,0.0,0.0,100,,,,,,,0.0,0.0,0.0,0.0,0.0,100,,,,,,,0.0,0.0,0.03621669264517641
global_null,tabm_midpoint,top12,1.0,0.0,0.0,1.0,1.0,100,,,,,,,12.0,0.0,0.0,12.0,12.0,100,1.0162339972117813,0.031154671944644427,0.0031154671944644426,1.0100522343926557,1.022415760030907,100.0,1.0,,
global_null,tabm_midpoint,top8,1.0,0.0,0.0,1.0,1.0,100,,,,,,,8.0,0.0,0.0,8.0,8.0,100,,,,,,,1.0,,
global_null,tabm_naive,native,0.06,0.238683256575942,0.0238683256575942,0.012640063626071958,0.10735993637392804,100,,,,,,,0.36,1.4461373141279261,0.1446137314127926,0.0730549827098132,0.6469450172901867,100,0.9997459534560355,0.030536541595086297,0.0030536541595086297,0.9936868411086934,1.0058050658033775,100.0,0.06,0.02233488607131637,0.12602993458082296
global_null,tabm_naive,native10,0.0,0.0,0.0,0.0,0.0,100,,,,,,,0.0,0.0,0.0,0.0,0.0,100,,,,,,,0.0,0.0,0.03621669264517641
global_null,tabm_naive,top12,1.0,0.0,0.0,1.0,1.0,100,,,,,,,12.0,0.0,0.0,12.0,12.0,100,1.0156282971532202,0.032094074493436674,0.0032094074493436674,1.0092601364879343,1.0219964578185061,100.0,1.0,,
global_null,tabm_naive,top8,1.0,0.0,0.0,1.0,1.0,100,,,,,,,8.0,0.0,0.0,8.0,8.0,100,,,,,,,1.0,,
global_null,tabm_orbit,native,0.03,0.1714466079977653,0.01714466079977653,-0.0040187265867829974,0.064018726586783,100,,,,,,,0.24,1.4221906562153552,0.14221906562153552,-0.042193480833976504,0.5221934808339765,100,0.9990117413324904,0.030171585672838307,0.003017158567283831,0.9930250441578962,1.0049984385070847,100.0,0.03,0.006229971538306393,0.08517605297428002
global_null,tabm_orbit,native10,0.01,0.09999999999999999,0.009999999999999998,-0.009842169515086823,0.029842169515086822,100,,,,,,,0.1,1.0000000000000002,0.10000000000000002,-0.0984216951508683,0.2984216951508683,100,,,,,,,0.01,0.00025314603297742064,0.054459385392080645
global_null,tabm_orbit,top12,1.0,0.0,0.0,1.0,1.0,100,,,,,,,12.0,0.0,0.0,12.0,12.0,100,1.0166227273502662,0.031874543859228194,0.0031874543859228195,1.0102981263255575,1.0229473283749748,100.0,1.0,,
global_null,tabm_orbit,top8,1.0,0.0,0.0,1.0,1.0,100,,,,,,,8.0,0.0,0.0,8.0,8.0,100,,,,,,,1.0,,
global_null,tabm_orbit_student,native,0.05,0.2190429135575903,0.021904291355759033,0.006537133781117824,0.09346286621888218,100,,,,,,,0.35,1.6353111093129724,0.16353111093129724,0.025518797591073172,0.6744812024089268,100,0.9998365197878459,0.030454096083388952,0.003045409608338895,0.9937937664186924,1.0058792731569994,100.0,0.05,0.016431879182052155,0.11283491110546275
global_null,tabm_orbit_student,native10,0.01,0.09999999999999999,0.009999999999999998,-0.009842169515086823,0.029842169515086822,100,,,,,,,0.11,1.1,0.11000000000000001,-0.10826386466595513,0.32826386466595514,100,,,,,,,0.01,0.00025314603297742064,0.054459385392080645
global_null,tabm_orbit_student,top12,1.0,0.0,0.0,1.0,1.0,100,,,,,,,12.0,0.0,0.0,12.0,12.0,100,1.0159834701302521,0.03157710867799013,0.003157710867799013,1.0097178866984022,1.022249053562102,100.0,1.0,,
global_null,tabm_orbit_student,top8,1.0,0.0,0.0,1.0,1.0,100,,,,,,,8.0,0.0,0.0,8.0,8.0,100,,,,,,,1.0,,
global_null,tabm_pfi,top12,1.0,0.0,0.0,1.0,1.0,100,,,,,,,12.0,0.0,0.0,12.0,12.0,100,1.0169238747183962,0.03249100238440622,0.003249100238440622,1.0104769549481314,1.023370794488661,100.0,1.0,,
global_null,tabm_pfi,top8,1.0,0.0,0.0,1.0,1.0,100,,,,,,,8.0,0.0,0.0,8.0,8.0,100,,,,,,,1.0,,
global_null,xgb_midpoint,native,0.06,0.238683256575942,0.0238683256575942,0.012640063626071958,0.10735993637392804,100,,,,,,,0.34,1.3796500800689804,0.13796500800689804,0.0662474923976818,0.6137525076023183,100,0.9997871557885203,0.030132445656182217,0.0030132445656182215,0.9938082248423792,1.0057660867346614,100.0,0.06,0.02233488607131637,0.12602993458082296
global_null,xgb_midpoint,native10,0.0,0.0,0.0,0.0,0.0,100,,,,,,,0.0,0.0,0.0,0.0,0.0,100,,,,,,,0.0,0.0,0.03621669264517641
