method,scene,rep,rule,theory_regime,nominal_invalid_control,FDP,power,size,false_count,rmse
xgb_naive,linear_sparse,96,top12,True,True,0.5833333333333334,1.0,12,7,0.754034298669362
xgb_naive,linear_sparse,96,top8,True,True,0.375,1.0,8,3,
xgb_naive,linear_sparse,96,native,True,True,0.16666666666666666,1.0,6,1,0.753532450783231
xgb_naive,linear_sparse,96,native10,True,True,0.0,0.0,0,0,
xgb_midpoint,linear_sparse,96,top12,True,False,0.5833333333333334,1.0,12,7,0.7554594190442103
xgb_midpoint,linear_sparse,96,top8,True,False,0.375,1.0,8,3,
xgb_midpoint,linear_sparse,96,native,True,False,0.0,1.0,5,0,0.7487974147941779
xgb_midpoint,linear_sparse,96,native10,True,False,0.0,0.0,0,0,
xgb_orbit,linear_sparse,96,top12,True,False,0.5833333333333334,1.0,12,7,0.7583711990980226
xgb_orbit,linear_sparse,96,top8,True,False,0.375,1.0,8,3,
xgb_orbit,linear_sparse,96,native,True,False,0.0,1.0,5,0,0.7487974147941779
xgb_orbit,linear_sparse,96,native10,True,False,0.0,0.0,0,0,
xgb_orbit_student,linear_sparse,96,top12,True,False,0.5833333333333334,1.0,12,7,0.7558735727726952
xgb_orbit_student,linear_sparse,96,top8,True,False,0.375,1.0,8,3,
xgb_orbit_student,linear_sparse,96,native,True,False,0.0,1.0,5,0,0.7487974147941779
xgb_orbit_student,linear_sparse,96,native10,True,False,0.0,0.0,0,0,
tabm_naive,linear_sparse,96,top12,True,True,0.5833333333333334,1.0,12,7,0.7670968100625986
tabm_naive,linear_sparse,96,top8,True,True,0.375,1.0,8,3,
tabm_naive,linear_sparse,96,native,True,True,0.375,1.0,8,3,0.7670293689928629
tabm_naive,linear_sparse,96,native10,True,True,0.0,0.0,0,0,
tabm_midpoint,linear_sparse,96,top12,True,False,0.5833333333333334,1.0,12,7,0.7569406508192119
tabm_midpoint,linear_sparse,96,top8,True,False,0.375,1.0,8,3,
tabm_midpoint,linear_sparse,96,native,True,False,0.0,1.0,5,0,0.7487974147941779
tabm_midpoint,linear_sparse,96,native10,True,False,0.0,0.0,0,0,
tabm_orbit,linear_sparse,96,top12,True,False,0.5833333333333334,1.0,12,7,0.7557021167916423
tabm_orbit,linear_sparse,96,top8,True,False,0.375,1.0,8,3,
tabm_orbit,linear_sparse,96,native,True,False,0.0,1.0,5,0,0.7487974147941779
tabm_orbit,linear_sparse,96,native10,True,False,0.0,0.0,0,0,
tabm_orbit_student,linear_sparse,96,top12,True,False,0.5833333333333334,1.0,12,7,0.7556077287625675
tabm_orbit_student,linear_sparse,96,top8,True,False,0.375,1.0,8,3,
tabm_orbit_student,linear_sparse,96,native,True,False,0.16666666666666666,1.0,6,1,0.7483322131892356
tabm_orbit_student,linear_sparse,96,native10,True,False,0.0,0.0,0,0,
lasso_pair_q20,linear_sparse,97,top12,True,False,0.5833333333333334,1.0,12,7,0.7861660751004519
lasso_pair_q20,linear_sparse,97,top8,True,False,0.375,1.0,8,3,
lasso_pair_q20,linear_sparse,97,native,True,False,0.0,1.0,5,0,0.7887683853373044
lasso_pair_q20,linear_sparse,97,native10,True,False,0.0,0.0,0,0,
linear_orbit_student,linear_sparse,97,top12,True,False,0.5833333333333334,1.0,12,7,0.7973001093369416
linear_orbit_student,linear_sparse,97,top8,True,False,0.375,1.0,8,3,
linear_orbit_student,linear_sparse,97,native,True,False,0.2857142857142857,1.0,7,2,0.7849335862963184
linear_orbit_student,linear_sparse,97,native10,True,False,0.0,0.0,0,0,
xgb_shap,linear_sparse,97,top12,True,False,0.5833333333333334,1.0,12,7,0.7989607295965024
xgb_shap,linear_sparse,97,top8,True,False,0.375,1.0,8,3,
xgb_pfi,linear_sparse,97,top12,True,False,0.5833333333333334,1.0,12,7,0.7837039901695396
xgb_pfi,linear_sparse,97,top8,True,False,0.375,1.0,8,3,
tabm_pfi,linear_sparse,97,top12,True,False,0.5833333333333334,1.0,12,7,0.7939365392707273
tabm_pfi,linear_sparse,97,top8,True,False,0.375,1.0,8,3,
deep_lasso,linear_sparse,97,top12,True,False,0.5833333333333334,1.0,12,7,0.7973318835664264
deep_lasso,linear_sparse,97,top8,True,False,0.375,1.0,8,3,
xgb_naive,linear_sparse,97,top12,True,True,0.5833333333333334,1.0,12,7,0.7798136210659253
xgb_naive,linear_sparse,97,top8,True,True,0.375,1.0,8,3,
xgb_naive,linear_sparse,97,native,True,True,0.0,1.0,5,0,0.7887683853373044
xgb_naive,linear_sparse,97,native10,True,True,0.0,0.0,0,0,
xgb_midpoint,linear_sparse,97,top12,True,False,0.5833333333333334,1.0,12,7,0.7900450030127838
xgb_midpoint,linear_sparse,97,top8,True,False,0.375,1.0,8,3,
xgb_midpoint,linear_sparse,97,native,True,False,0.0,1.0,5,0,0.7887683853373044
xgb_midpoint,linear_sparse,97,native10,True,False,0.0,0.0,0,0,
xgb_orbit,linear_sparse,97,top12,True,False,0.5833333333333334,1.0,12,7,0.7856588705244543
xgb_orbit,linear_sparse,97,top8,True,False,0.375,1.0,8,3,
xgb_orbit,linear_sparse,97,native,True,False,0.0,1.0,5,0,0.7887683853373044
xgb_orbit,linear_sparse,97,native10,True,False,0.0,0.0,0,0,
xgb_orbit_student,linear_sparse,97,top12,True,False,0.5833333333333334,1.0,12,7,0.7914475314435852
xgb_orbit_student,linear_sparse,97,top8,True,False,0.375,1.0,8,3,
xgb_orbit_student,linear_sparse,97,native,True,False,0.2857142857142857,1.0,7,2,0.7843508403191034
xgb_orbit_student,linear_sparse,97,native10,True,False,0.0,0.0,0,0,
tabm_naive,linear_sparse,97,top12,True,True,0.5833333333333334,1.0,12,7,0.7893082590923522
tabm_naive,linear_sparse,97,top8,True,True,0.375,1.0,8,3,
tabm_naive,linear_sparse,97,native,True,True,0.6666666666666666,1.0,15,10,0.7887304881930234
tabm_naive,linear_sparse,97,native10,True,True,0.0,0.0,0,0,
tabm_midpoint,linear_sparse,97,top12,True,False,0.5833333333333334,1.0,12,7,0.7883433410343446
tabm_midpoint,linear_sparse,97,top8,True,False,0.375,1.0,8,3,
tabm_midpoint,linear_sparse,97,native,True,False,0.5833333333333334,1.0,12,7,0.7883433410343446
tabm_midpoint,linear_sparse,97,native10,True,False,0.0,0.0,0,0,
tabm_orbit,linear_sparse,97,top12,True,False,0.5833333333333334,1.0,12,7,0.7958390475893427
tabm_orbit,linear_sparse,97,top8,True,False,0.375,1.0,8,3,
tabm_orbit,linear_sparse,97,native,True,False,0.5,1.0,10,5,0.7810519022373394
tabm_orbit,linear_sparse,97,native10,True,False,0.0,0.0,0,0,
tabm_orbit_student,linear_sparse,97,top12,True,False,0.5833333333333334,1.0,12,7,0.7963086044076052
tabm_orbit_student,linear_sparse,97,top8,True,False,0.375,1.0,8,3,
tabm_orbit_student,linear_sparse,97,native,True,False,0.375,1.0,8,3,0.7911198417018552
tabm_orbit_student,linear_sparse,97,native10,True,False,0.0,0.0,0,0,
lasso_pair_q20,linear_sparse,98,top12,True,False,0.5833333333333334,1.0,12,7,0.7741434150136581
lasso_pair_q20,linear_sparse,98,top8,True,False,0.375,1.0,8,3,
lasso_pair_q20,linear_sparse,98,native,True,False,0.0,1.0,5,0,0.7561463161000708
lasso_pair_q20,linear_sparse,98,native10,True,False,0.0,0.0,0,0,
linear_orbit_student,linear_sparse,98,top12,True,False,0.5833333333333334,1.0,12,7,0.7735241708463718
linear_orbit_student,linear_sparse,98,top8,True,False,0.375,1.0,8,3,
linear_orbit_student,linear_sparse,98,native,True,False,0.16666666666666666,1.0,6,1,0.7678798852367927
linear_orbit_student,linear_sparse,98,native10,True,False,0.0,0.0,0,0,
xgb_shap,linear_sparse,98,top12,True,False,0.5833333333333334,1.0,12,7,0.7747246878208294
xgb_shap,linear_sparse,98,top8,True,False,0.375,1.0,8,3,
xgb_pfi,linear_sparse,98,top12,True,False,0.5833333333333334,1.0,12,7,0.7746102115186393
xgb_pfi,linear_sparse,98,top8,True,False,0.375,1.0,8,3,
tabm_pfi,linear_sparse,98,top12,True,False,0.5833333333333334,1.0,12,7,0.7824808526474532
tabm_pfi,linear_sparse,98,top8,True,False,0.375,1.0,8,3,
deep_lasso,linear_sparse,98,top12,True,False,0.5833333333333334,1.0,12,7,0.7730624705148668
deep_lasso,linear_sparse,98,top8,True,False,0.375,1.0,8,3,
xgb_naive,linear_sparse,98,top12,True,True,0.5833333333333334,1.0,12,7,0.7830024327409084
xgb_naive,linear_sparse,98,top8,True,True,0.375,1.0,8,3,
xgb_naive,linear_sparse,98,native,True,True,0.2857142857142857,1.0,7,2,0.7623072773787816
xgb_naive,linear_sparse,98,native10,True,True,0.0,0.0,0,0,
xgb_midpoint,linear_sparse,98,top12,True,False,0.5833333333333334,1.0,12,7,0.7773544671521951
xgb_midpoint,linear_sparse,98,top8,True,False,0.375,1.0,8,3,
xgb_midpoint,linear_sparse,98,native,True,False,0.5,1.0,10,5,0.7759763633679818
xgb_midpoint,linear_sparse,98,native10,True,False,0.0,0.0,0,0,
xgb_orbit,linear_sparse,98,top12,True,False,0.5833333333333334,1.0,12,7,0.7772590340186166
xgb_orbit,linear_sparse,98,top8,True,False,0.375,1.0,8,3,
xgb_orbit,linear_sparse,98,native,True,False,0.5,1.0,10,5,0.7759763633679818
xgb_orbit,linear_sparse,98,native10,True,False,0.0,0.0,0,0,
xgb_orbit_student,linear_sparse,98,top12,True,False,0.5833333333333334,1.0,12,7,0.7797004988752946
xgb_orbit_student,linear_sparse,98,top8,True,False,0.375,1.0,8,3,
xgb_orbit_student,linear_sparse,98,native,True,False,0.0,1.0,5,0,0.7561463161000708
xgb_orbit_student,linear_sparse,98,native10,True,False,0.0,0.0,0,0,
tabm_naive,linear_sparse,98,top12,True,True,0.5833333333333334,1.0,12,7,0.7811356249154464
tabm_naive,linear_sparse,98,top8,True,True,0.375,1.0,8,3,
tabm_naive,linear_sparse,98,native,True,True,0.5,1.0,10,5,0.772536400627366
tabm_naive,linear_sparse,98,native10,True,True,0.0,0.0,0,0,
tabm_midpoint,linear_sparse,98,top12,True,False,0.5833333333333334,1.0,12,7,0.7782203628932989
tabm_midpoint,linear_sparse,98,top8,True,False,0.375,1.0,8,3,
tabm_midpoint,linear_sparse,98,native,True,False,0.0,1.0,5,0,0.7561463161000708
tabm_midpoint,linear_sparse,98,native10,True,False,0.0,0.0,0,0,
tabm_orbit,linear_sparse,98,top12,True,False,0.5833333333333334,1.0,12,7,0.7772795361355221
tabm_orbit,linear_sparse,98,top8,True,False,0.375,1.0,8,3,
tabm_orbit,linear_sparse,98,native,True,False,0.0,1.0,5,0,0.7561463161000708
tabm_orbit,linear_sparse,98,native10,True,False,0.0,0.0,0,0,
tabm_orbit_student,linear_sparse,98,top12,True,False,0.5833333333333334,1.0,12,7,0.7813621072709356
tabm_orbit_student,linear_sparse,98,top8,True,False,0.375,1.0,8,3,
tabm_orbit_student,linear_sparse,98,native,True,False,0.2857142857142857,1.0,7,2,0.7651227627255729
tabm_orbit_student,linear_sparse,98,native10,True,False,0.0,0.0,0,0,
lasso_pair_q20,linear_sparse,99,top12,True,False,0.5833333333333334,1.0,12,7,0.7235548561947995
lasso_pair_q20,linear_sparse,99,top8,True,False,0.375,1.0,8,3,
lasso_pair_q20,linear_sparse,99,native,True,False,0.5,1.0,10,5,0.7267111294773754
lasso_pair_q20,linear_sparse,99,native10,True,False,0.5,1.0,10,5,
linear_orbit_student,linear_sparse,99,top12,True,False,0.5833333333333334,1.0,12,7,0.7215577310835684
linear_orbit_student,linear_sparse,99,top8,True,False,0.375,1.0,8,3,
linear_orbit_student,linear_sparse,99,native,True,False,0.16666666666666666,1.0,6,1,0.7238410330657767
linear_orbit_student,linear_sparse,99,native10,True,False,0.0,0.0,0,0,
xgb_shap,linear_sparse,99,top12,True,False,0.5833333333333334,1.0,12,7,0.7213873553738821
xgb_shap,linear_sparse,99,top8,True,False,0.375,1.0,8,3,
xgb_pfi,linear_sparse,99,top12,True,False,0.5833333333333334,1.0,12,7,0.7252206833491358
xgb_pfi,linear_sparse,99,top8,True,False,0.375,1.0,8,3,
tabm_pfi,linear_sparse,99,top12,True,False,0.5833333333333334,1.0,12,7,0.7199871029984918
tabm_pfi,linear_sparse,99,top8,True,False,0.375,1.0,8,3,
deep_lasso,linear_sparse,99,top12,True,False,0.5833333333333334,1.0,12,7,0.718476443911689
deep_lasso,linear_sparse,99,top8,True,False,0.375,1.0,8,3,
xgb_naive,linear_sparse,99,top12,True,True,0.5833333333333334,1.0,12,7,0.7195307284143663
xgb_naive,linear_sparse,99,top8,True,True,0.375,1.0,8,3,
xgb_naive,linear_sparse,99,native,True,True,0.0,1.0,5,0,0.7217817116948003
xgb_naive,linear_sparse,99,native10,True,True,0.0,0.0,0,0,
xgb_midpoint,linear_sparse,99,top12,True,False,0.5833333333333334,1.0,12,7,0.724280456965611
xgb_midpoint,linear_sparse,99,top8,True,False,0.375,1.0,8,3,
xgb_midpoint,linear_sparse,99,native,True,False,0.0,1.0,5,0,0.7217817116948003
xgb_midpoint,linear_sparse,99,native10,True,False,0.0,0.0,0,0,
xgb_orbit,linear_sparse,99,top12,True,False,0.5833333333333334,1.0,12,7,0.724280456965611
xgb_orbit,linear_sparse,99,top8,True,False,0.375,1.0,8,3,
xgb_orbit,linear_sparse,99,native,True,False,0.0,1.0,5,0,0.7217817116948003
xgb_orbit,linear_sparse,99,native10,True,False,0.0,0.0,0,0,
xgb_orbit_student,linear_sparse,99,top12,True,False,0.5833333333333334,1.0,12,7,0.724280456965611
xgb_orbit_student,linear_sparse,99,top8,True,False,0.375,1.0,8,3,
xgb_orbit_student,linear_sparse,99,native,True,False,0.0,1.0,5,0,0.7217817116948003
xgb_orbit_student,linear_sparse,99,native10,True,False,0.0,0.0,0,0,
tabm_naive,linear_sparse,99,top12,True,True,0.5833333333333334,1.0,12,7,0.7214084036350406
tabm_naive,linear_sparse,99,top8,True,True,0.375,1.0,8,3,
tabm_naive,linear_sparse,99,native,True,True,0.0,1.0,5,0,0.7217817116948003
tabm_naive,linear_sparse,99,native10,True,True,0.0,0.0,0,0,
tabm_midpoint,linear_sparse,99,top12,True,False,0.5833333333333334,1.0,12,7,0.7213367809131622
tabm_midpoint,linear_sparse,99,top8,True,False,0.375,1.0,8,3,
tabm_midpoint,linear_sparse,99,native,True,False,0.0,1.0,5,0,0.7217817116948003
tabm_midpoint,linear_sparse,99,native10,True,False,0.0,0.0,0,0,
tabm_orbit,linear_sparse,99,top12,True,False,0.5833333333333334,1.0,12,7,0.72155389537921
tabm_orbit,linear_sparse,99,top8,True,False,0.375,1.0,8,3,
tabm_orbit,linear_sparse,99,native,True,False,0.0,1.0,5,0,0.7217817116948003
tabm_orbit,linear_sparse,99,native10,True,False,0.0,0.0,0,0,
tabm_orbit_student,linear_sparse,99,top12,True,False,0.5833333333333334,1.0,12,7,0.7174588522224561
tabm_orbit_student,linear_sparse,99,top8,True,False,0.375,1.0,8,3,
tabm_orbit_student,linear_sparse,99,native,True,False,0.0,1.0,5,0,0.7217817116948003
tabm_orbit_student,linear_sparse,99,native10,True,False,0.0,0.0,0,0,
lasso_pair_q20,misspecified_t,0,top12,False,False,0.6666666666666666,0.4,12,8,1.1321226958976724
lasso_pair_q20,misspecified_t,0,top8,False,False,0.75,0.2,8,6,
lasso_pair_q20,misspecified_t,0,native,False,False,0.0,0.0,0,0,1.290526537793524
lasso_pair_q20,misspecified_t,0,native10,False,False,0.0,0.0,0,0,
linear_orbit_student,misspecified_t,0,top12,False,False,0.75,0.3,12,9,1.1899998741718565
linear_orbit_student,misspecified_t,0,top8,False,False,0.75,0.2,8,6,
linear_orbit_student,misspecified_t,0,native,False,False,0.0,0.0,0,0,1.290526537793524
linear_orbit_student,misspecified_t,0,native10,False,False,0.0,0.0,0,0,
xgb_shap,misspecified_t,0,top12,False,False,0.3333333333333333,0.8,12,4,0.976640557376588
xgb_shap,misspecified_t,0,top8,False,False,0.125,0.7,8,1,
xgb_pfi,misspecified_t,0,top12,False,False,0.4166666666666667,0.7,12,5,1.0020346230100527
xgb_pfi,misspecified_t,0,top8,False,False,0.375,0.5,8,3,
tabm_pfi,misspecified_t,0,top12,False,False,0.5833333333333334,0.5,12,7,1.0497256399340094
tabm_pfi,misspecified_t,0,top8,False,False,0.5,0.4,8,4,
deep_lasso,misspecified_t,0,top12,False,False,0.5833333333333334,0.5,12,7,1.0095999860633829
deep_lasso,misspecified_t,0,top8,False,False,0.375,0.5,8,3,
xgb_naive,misspecified_t,0,top12,False,True,0.4166666666666667,0.7,12,5,0.9684006843961106
xgb_naive,misspecified_t,0,top8,False,True,0.25,0.6,8,2,
xgb_naive,misspecified_t,0,native,False,True,0.0,0.0,0,0,1.290526537793524
xgb_naive,misspecified_t,0,native10,False,True,0.0,0.0,0,0,
xgb_midpoint,misspecified_t,0,top12,False,False,0.4166666666666667,0.7,12,5,0.9711311134210607
xgb_midpoint,misspecified_t,0,top8,False,False,0.25,0.6,8,2,
xgb_midpoint,misspecified_t,0,native,False,False,0.0,0.0,0,0,1.290526537793524
xgb_midpoint,misspecified_t,0,native10,False,False,0.0,0.0,0,0,
xgb_orbit,misspecified_t,0,top12,False,False,0.4166666666666667,0.7,12,5,0.9711311134210607
xgb_orbit,misspecified_t,0,top8,False,False,0.125,0.7,8,1,
xgb_orbit,misspecified_t,0,native,False,False,0.0,0.0,0,0,1.290526537793524
xgb_orbit,misspecified_t,0,native10,False,False,0.0,0.0,0,0,
xgb_orbit_student,misspecified_t,0,top12,False,False,0.5,0.6,12,6,1.0298345464204681
xgb_orbit_student,misspecified_t,0,top8,False,False,0.375,0.5,8,3,
xgb_orbit_student,misspecified_t,0,native,False,False,0.5,0.6,12,6,1.0298345464204681
xgb_orbit_student,misspecified_t,0,native10,False,False,0.4,0.6,10,4,
tabm_naive,misspecified_t,0,top12,False,True,0.4166666666666667,0.7,12,5,0.9617178672994164
tabm_naive,misspecified_t,0,top8,False,True,0.125,0.7,8,1,
tabm_naive,misspecified_t,0,native,False,True,0.0,0.0,0,0,1.290526537793524
tabm_naive,misspecified_t,0,native10,False,True,0.0,0.0,0,0,
tabm_midpoint,misspecified_t,0,top12,False,False,0.4166666666666667,0.7,12,5,0.980334444214298
tabm_midpoint,misspecified_t,0,top8,False,False,0.25,0.6,8,2,
tabm_midpoint,misspecified_t,0,native,False,False,0.0,0.0,0,0,1.290526537793524
tabm_midpoint,misspecified_t,0,native10,False,False,0.0,0.0,0,0,
tabm_orbit,misspecified_t,0,top12,False,False,0.4166666666666667,0.7,12,5,0.9942642277478438
tabm_orbit,misspecified_t,0,top8,False,False,0.25,0.6,8,2,
tabm_orbit,misspecified_t,0,native,False,False,0.0,0.0,0,0,1.290526537793524
tabm_orbit,misspecified_t,0,native10,False,False,0.0,0.0,0,0,
tabm_orbit_student,misspecified_t,0,top12,False,False,0.5,0.6,12,6,1.014366222392356
tabm_orbit_student,misspecified_t,0,top8,False,False,0.375,0.5,8,3,
tabm_orbit_student,misspecified_t,0,native,False,False,0.2857142857142857,0.5,7,2,1.0153404579778589
tabm_orbit_student,misspecified_t,0,native10,False,False,0.0,0.0,0,0,
lasso_pair_q20,misspecified_t,1,top12,False,False,0.6666666666666666,0.4,12,8,1.1302212117426575
lasso_pair_q20,misspecified_t,1,top8,False,False,0.625,0.3,8,5,
lasso_pair_q20,misspecified_t,1,native,False,False,0.6666666666666666,0.2,6,4,1.1645053279396724
lasso_pair_q20,misspecified_t,1,native10,False,False,0.0,0.0,0,0,
linear_orbit_student,misspecified_t,1,top12,False,False,0.5,0.6,12,6,1.0788042916316263
linear_orbit_student,misspecified_t,1,top8,False,False,0.375,0.5,8,3,
linear_orbit_student,misspecified_t,1,native,False,False,0.5,0.3,6,3,1.1704796773322421
linear_orbit_student,misspecified_t,1,native10,False,False,0.0,0.0,0,0,
xgb_shap,misspecified_t,1,top12,False,False,0.16666666666666666,1.0,12,2,0.9825424498662049
xgb_shap,misspecified_t,1,top8,False,False,0.0,0.8,8,0,
xgb_pfi,misspecified_t,1,top12,False,False,0.16666666666666666,1.0,12,2,0.9892741818102321
xgb_pfi,misspecified_t,1,top8,False,False,0.0,0.8,8,0,
tabm_pfi,misspecified_t,1,top12,False,False,0.4166666666666667,0.7,12,5,1.0082247376210445
tabm_pfi,misspecified_t,1,top8,False,False,0.125,0.7,8,1,
deep_lasso,misspecified_t,1,top12,False,False,0.4166666666666667,0.7,12,5,0.9958194315269899
deep_lasso,misspecified_t,1,top8,False,False,0.125,0.7,8,1,
xgb_naive,misspecified_t,1,top12,False,True,0.25,0.9,12,3,1.0066647712593442
xgb_naive,misspecified_t,1,top8,False,True,0.0,0.8,8,0,
xgb_naive,misspecified_t,1,native,False,True,0.0,0.7,7,0,1.004641063535528
xgb_naive,misspecified_t,1,native10,False,True,0.0,0.0,0,0,
xgb_midpoint,misspecified_t,1,top12,False,False,0.25,0.9,12,3,0.99542955235006
xgb_midpoint,misspecified_t,1,top8,False,False,0.0,0.8,8,0,
xgb_midpoint,misspecified_t,1,native,False,False,0.3076923076923077,0.9,13,4,1.0044854926141018
xgb_midpoint,misspecified_t,1,native10,False,False,0.0,0.0,0,0,
xgb_orbit,misspecified_t,1,top12,False,False,0.25,0.9,12,3,1.0066647712593442
xgb_orbit,misspecified_t,1,top8,False,False,0.0,0.8,8,0,
xgb_orbit,misspecified_t,1,native,False,False,0.18181818181818182,0.9,11,2,0.999737289167127
xgb_orbit,misspecified_t,1,native10,False,False,0.0,0.0,0,0,
xgb_orbit_student,misspecified_t,1,top12,False,False,0.3333333333333333,0.8,12,4,1.008870498476138
xgb_orbit_student,misspecified_t,1,top8,False,False,0.125,0.7,8,1,
xgb_orbit_student,misspecified_t,1,native,False,False,0.3333333333333333,0.8,12,4,1.008870498476138
xgb_orbit_student,misspecified_t,1,native10,False,False,0.3333333333333333,0.8,12,4,
tabm_naive,misspecified_t,1,top12,False,True,0.25,0.9,12,3,1.0005817212471317
tabm_naive,misspecified_t,1,top8,False,True,0.25,0.6,8,2,
tabm_naive,misspecified_t,1,native,False,True,0.0,0.6,6,0,1.0149115969759803
tabm_naive,misspecified_t,1,native10,False,True,0.0,0.0,0,0,
tabm_midpoint,misspecified_t,1,top12,False,False,0.3333333333333333,0.8,12,4,1.0087856583715515
tabm_midpoint,misspecified_t,1,top8,False,False,0.125,0.7,8,1,
tabm_midpoint,misspecified_t,1,native,False,False,0.14285714285714285,0.6,7,1,1.0193097602816203
tabm_midpoint,misspecified_t,1,native10,False,False,0.0,0.0,0,0,
tabm_orbit,misspecified_t,1,top12,False,False,0.3333333333333333,0.8,12,4,1.0087856583715515
tabm_orbit,misspecified_t,1,top8,False,False,0.125,0.7,8,1,
tabm_orbit,misspecified_t,1,native,False,False,0.14285714285714285,0.6,7,1,1.0193097602816203
tabm_orbit,misspecified_t,1,native10,False,False,0.0,0.0,0,0,
tabm_orbit_student,misspecified_t,1,top12,False,False,0.3333333333333333,0.8,12,4,1.0087856583715515
tabm_orbit_student,misspecified_t,1,top8,False,False,0.25,0.6,8,2,
tabm_orbit_student,misspecified_t,1,native,False,False,0.0,0.0,0,0,1.300408986369415
tabm_orbit_student,misspecified_t,1,native10,False,False,0.0,0.0,0,0,
lasso_pair_q20,misspecified_t,2,top12,False,False,0.6666666666666666,0.4,12,8,0.8626385623855372
lasso_pair_q20,misspecified_t,2,top8,False,False,0.5,0.4,8,4,
lasso_pair_q20,misspecified_t,2,native,False,False,0.0,0.0,0,0,0.8977168911508874
lasso_pair_q20,misspecified_t,2,native10,False,False,0.0,0.0,0,0,
linear_orbit_student,misspecified_t,2,top12,False,False,0.5833333333333334,0.5,12,7,0.9140250089663993
linear_orbit_student,misspecified_t,2,top8,False,False,0.625,0.3,8,5,
linear_orbit_student,misspecified_t,2,native,False,False,0.0,0.0,0,0,0.8977168911508874
linear_orbit_student,misspecified_t,2,native10,False,False,0.0,0.0,0,0,
xgb_shap,misspecified_t,2,top12,False,False,0.3333333333333333,0.8,12,4,0.7977827843495299
xgb_shap,misspecified_t,2,top8,False,False,0.125,0.7,8,1,
xgb_pfi,misspecified_t,2,top12,False,False,0.4166666666666667,0.7,12,5,0.8106674641765416
xgb_pfi,misspecified_t,2,top8,False,False,0.375,0.5,8,3,
tabm_pfi,misspecified_t,2,top12,False,False,0.6666666666666666,0.4,12,8,0.858295180424908
tabm_pfi,misspecified_t,2,top8,False,False,0.5,0.4,8,4,
deep_lasso,misspecified_t,2,top12,False,False,0.5,0.6,12,6,0.8381921635928082
deep_lasso,misspecified_t,2,top8,False,False,0.5,0.4,8,4,
xgb_naive,misspecified_t,2,top12,False,True,0.4166666666666667,0.7,12,5,0.8160661364259166
xgb_naive,misspecified_t,2,top8,False,True,0.375,0.5,8,3,
xgb_naive,misspecified_t,2,native,False,True,0.0,0.0,0,0,0.8977168911508874
xgb_naive,misspecified_t,2,native10,False,True,0.0,0.0,0,0,
xgb_midpoint,misspecified_t,2,top12,False,False,0.3333333333333333,0.8,12,4,0.8191131510696104
xgb_midpoint,misspecified_t,2,top8,False,False,0.25,0.6,8,2,
xgb_midpoint,misspecified_t,2,native,False,False,0.0,0.0,0,0,0.8977168911508874
xgb_midpoint,misspecified_t,2,native10,False,False,0.0,0.0,0,0,
xgb_orbit,misspecified_t,2,top12,False,False,0.3333333333333333,0.8,12,4,0.8109700311015309
xgb_orbit,misspecified_t,2,top8,False,False,0.25,0.6,8,2,
xgb_orbit,misspecified_t,2,native,False,False,0.0,0.0,0,0,0.8977168911508874
xgb_orbit,misspecified_t,2,native10,False,False,0.0,0.0,0,0,
xgb_orbit_student,misspecified_t,2,top12,False,False,0.4166666666666667,0.7,12,5,0.8343044413121877
xgb_orbit_student,misspecified_t,2,top8,False,False,0.5,0.4,8,4,
xgb_orbit_student,misspecified_t,2,native,False,False,0.0,0.0,0,0,0.8977168911508874
xgb_orbit_student,misspecified_t,2,native10,False,False,0.0,0.0,0,0,
tabm_naive,misspecified_t,2,top12,False,True,0.5,0.6,12,6,0.804664274543417
tabm_naive,misspecified_t,2,top8,False,True,0.25,0.6,8,2,
tabm_naive,misspecified_t,2,native,False,True,0.14285714285714285,0.6,7,1,0.7945603486589571
tabm_naive,misspecified_t,2,native10,False,True,0.0,0.0,0,0,
tabm_midpoint,misspecified_t,2,top12,False,False,0.5,0.6,12,6,0.8165094410591347
tabm_midpoint,misspecified_t,2,top8,False,False,0.25,0.6,8,2,
tabm_midpoint,misspecified_t,2,native,False,False,0.14285714285714285,0.6,7,1,0.7945603486589571
tabm_midpoint,misspecified_t,2,native10,False,False,0.0,0.0,0,0,
tabm_orbit,misspecified_t,2,top12,False,False,0.5,0.6,12,6,0.8165094410591347
tabm_orbit,misspecified_t,2,top8,False,False,0.25,0.6,8,2,
tabm_orbit,misspecified_t,2,native,False,False,0.4,0.6,10,4,0.8042022660513339
tabm_orbit,misspecified_t,2,native10,False,False,0.0,0.0,0,0,
tabm_orbit_student,misspecified_t,2,top12,False,False,0.5,0.6,12,6,0.8241472324570558
tabm_orbit_student,misspecified_t,2,top8,False,False,0.5,0.4,8,4,
tabm_orbit_student,misspecified_t,2,native,False,False,0.5,0.4,8,4,0.9121446852851774
tabm_orbit_student,misspecified_t,2,native10,False,False,0.0,0.0,0,0,
lasso_pair_q20,misspecified_t,3,top12,False,False,0.6666666666666666,0.4,12,8,1.1381648597902583
lasso_pair_q20,misspecified_t,3,top8,False,False,0.625,0.3,8,5,
lasso_pair_q20,misspecified_t,3,native,False,False,0.0,0.0,0,0,1.267011639039379
lasso_pair_q20,misspecified_t,3,native10,False,False,0.0,0.0,0,0,
linear_orbit_student,misspecified_t,3,top12,False,False,0.5833333333333334,0.5,12,7,1.069163890561128
linear_orbit_student,misspecified_t,3,top8,False,False,0.5,0.4,8,4,
